ANNO;COMUNE;PROVICIA;REGIONE;STIR;LOCALITA;STAZIONE;TIPO ZONA;AREA;DATA;NUMERO INCENDIO;COMUNE DATO RA;PROVINCIA DATO RA;PROVINCE AL 2001;CODICE ISTAT PROVINCIA;IDFEATURE
2003;ALES;ORISTANO;Sardegna;ORISTANO;MONTE ZEPPARA;ALES;PASCOLO;8.07;03/08/2003;06;Ales;Oristano;Oristano;;1989
2003;MASULLAS;ORISTANO;Sardegna;ORISTANO;RIU BENAS;ALES;ALTRO;0.89;03/08/2003;05;Masullas;Oristano;Oristano;;1990
2004;VALLERMOSA;CAGLIARI;Sardegna;CAGLIARI;CORTE BACCAS;VILLACIDRO;ALTRO;1.44;29/06/2004;29;Vallermosa;Cagliari;Cagliari;;1180
2004;VILLACIDRO;MEDIO CAPIDANO;Sardegna;CAGLIARI;SANTA MARIA;VILLACIDRO;ALTRO;0.79;13/07/2004;39;Villacidro;Medio Campidano;Cagliari;;1176
2005;ALGHERO;SASSARI;Sardegna;SASSARI;CARRABUFFAS;ALGHERO;ALTRO;0.42;31/07/2005;52;Alghero;Sassari;Sassari;;722
2005;ALGHERO;SASSARI;Sardegna;SASSARI;LA PERDRERA;ALGHERO;ALTRO;1.64;24/06/2005;16;Alghero;Sassari;Sassari;;736
2005;ALGHERO;SASSARI;Sardegna;SASSARI;LA SIESTA;ALGHERO;BOSCO;0.41;16/07/2005;35;Alghero;Sassari;Sassari;;732
2005;ALGHERO;SASSARI;Sardegna;SASSARI;LAZZARETTO;ALGHERO;BOSCO;1.41;15/08/2005;61;Alghero;Sassari;Sassari;;716
2005;ALGHERO;SASSARI;Sardegna;SASSARI;LAZZARETTO;ALGHERO;BOSCO;1.88;01/08/2005;53;Alghero;Sassari;Sassari;;721
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MAMUNTANAS;ALGHERO;ALTRO;0.62;11/06/2005;5;Alghero;Sassari;Sassari;;738
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MAMUNTANAS;ALGHERO;ALTRO;1.55;14/06/2005;9;Alghero;Sassari;Sassari;;737
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MARIA PIA;ALGHERO;ALTRO;1.20;05/07/2005;24;Alghero;Sassari;Sassari;;733
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MARISTELLA;ALGHERO;BOSCO;0.50;15/08/2005;65;Alghero;Sassari;Sassari;;717
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MONTE PEDROSU;ALGHERO;BOSCO;5.55;14/08/2005;62;Alghero;Sassari;Sassari;;1296
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MONTE ZIRRA;ALGHERO;BOSCO;28.97;07/08/2005;57;Alghero;Sassari;Sassari;;720
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MUGONI - SANT'IGORI;ALGHERO;ALTRO;0.12;23/07/2005;40;Alghero;Sassari;Sassari;;730
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MUGONI - SANT'IGORI;ALGHERO;ALTRO;0.14;23/07/2005;40;Alghero;Sassari;Sassari;;729
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MUGONI - SANT'IGORI;ALGHERO;ALTRO;0.18;23/07/2005;40;Alghero;Sassari;Sassari;;731
2005;ALGHERO;SASSARI;Sardegna;SASSARI;MUGONI - SANT'IGORI;ALGHERO;BOSCO;0.55;23/07/2005;40;Alghero;Sassari;Sassari;;728
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SA SEGADA;ALGHERO;ALTRO;2.49;28/05/2005;1;Alghero;Sassari;Sassari;;740
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SA SEGADA;ALGHERO;PASCOLO;2.17;28/05/2005;1;Alghero;Sassari;Sassari;;739
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SURIGHEDDU;ALGHERO;ALTRO;0.33;27/07/2005;48;Alghero;Sassari;Sassari;;724
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SURIGHEDDU;ALGHERO;ALTRO;1.27;27/07/2005;48;Alghero;Sassari;Sassari;;725
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SURIGHEDDU;ALGHERO;ALTRO;1.30;27/07/2005;48;Alghero;Sassari;Sassari;;726
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SURIGHEDDU;ALGHERO;BOSCO;1.58;27/07/2005;48;Alghero;Sassari;Sassari;;727
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SUROGHEDDU;ALGHERO;ALTRO;0.29;14/08/2005;63;Alghero;Sassari;Sassari;;712
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SUROGHEDDU;ALGHERO;ALTRO;3.93;14/08/2005;63;Alghero;Sassari;Sassari;;713
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SUROGHEDDU;ALGHERO;ALTRO;6.59;14/08/2005;63;Alghero;Sassari;Sassari;;711
2005;ALGHERO;SASSARI;Sardegna;SASSARI;SUROGHEDDU;ALGHERO;BOSCO;20.78;14/08/2005;63;Alghero;Sassari;Sassari;;714
2005;ALGHERO;SASSARI;Sardegna;SASSARI;TANCA FARRA';ALGHERO;ALTRO;0.47;04/07/2005;22;Alghero;Sassari;Sassari;;734
2005;ALGHERO;SASSARI;Sardegna;SASSARI;VALVERDE;ALGHERO;BOSCO;0.34;09/08/2005;58;Alghero;Sassari;Sassari;;718
2005;ALGHERO;SASSARI;Sardegna;SASSARI;VALVERDE;ALGHERO;PASCOLO;0.31;09/08/2005;58;Alghero;Sassari;Sassari;;719
2005;ANELA;SASSARI;Sardegna;SASSARI;NIDU E CORVU;BONO;BOSCO;0.39;16/07/2005;5;Anela;Sassari;Sassari;;700
2005;ANELA;SASSARI;Sardegna;SASSARI;NIDU E CORVU;BONO;BOSCO;3.24;20/07/2005;7;Anela;Sassari;Sassari;;699
2005;BANARI;SASSARI;Sardegna;SASSARI;SAS SEDDAS;THIESI;BOSCO;3.83;01/10/2005;16;Banari;Sassari;Sassari;;512
2005;BANARI;SASSARI;Sardegna;SASSARI;SAS SEDDAS;THIESI;PASCOLO;1.52;01/10/2005;16;Banari;Sassari;Sassari;;514
2005;BANARI;SASSARI;Sardegna;SASSARI;SAS SEDDAS;THIESI;PASCOLO;1.81;01/10/2005;16;Banari;Sassari;Sassari;;513
2005;BENETUTTI;SASSARI;Sardegna;SASSARI;SAE ISABELLA;BENETUTTI;PASCOLO;0.29;01/09/2005;17;Benetutti;Sassari;Sassari;;703
2005;BONNANARO;SASSARI;Sardegna;SASSARI;ENA E FILIGHE;THIESI;ALTRO;0.51;31/08/2005;11;Bonnanaro;Sassari;Sassari;;518
2005;BONO;SASSARI;Sardegna;SASSARI;ISTATTUCCULA;BONO;BOSCO;0.14;23/07/2005;8;Bono;Sassari;Sassari;;698
2005;BONO;SASSARI;Sardegna;SASSARI;SANTU MATTEU;BONO;BOSCO;2.35;26/07/2005;9;Bono;Sassari;Sassari;;697
2005;BONO;SASSARI;Sardegna;SASSARI;SA TERRA RUIA;BONO;PASCOLO;0.20;14/08/2005;12;Bono;Sassari;Sassari;;696
2005;BONO;SASSARI;Sardegna;SASSARI;S. BAINGIO;BONO;BOSCO;8.20;07/09/2005;16;Bono;Sassari;Sassari;;694
2005;BONO;SASSARI;Sardegna;SASSARI;SOS ARESTES;BONO;BOSCO;0.20;15/07/2005;4;Bono;Sassari;Sassari;;701
2005;BONORVA;SASSARI;Sardegna;SASSARI;CASE MARONGIU;BONORVA;PASCOLO;2.01;24/07/2005;7;Bonorva;Sassari;Sassari;;686
2005;BONORVA;SASSARI;Sardegna;SASSARI;CHELCOS DE SERRA;BONORVA;PASCOLO;5.00;05/07/2005;2;Bonorva;Sassari;Sassari;;692
2005;BONORVA;SASSARI;Sardegna;SASSARI;CUCCURU-PISCHINAS;BONORVA;BOSCO;0.58;25/08/2005;20;Bonorva;Sassari;Sassari;;676
2005;BONORVA;SASSARI;Sardegna;SASSARI;CUCCURU-PISCHINAS;BONORVA;PASCOLO;2.49;25/08/2005;20;Bonorva;Sassari;Sassari;;677
2005;BONORVA;SASSARI;Sardegna;SASSARI;MONTIGIU ANZONE;BONORVA;PASCOLO;10.88;06/07/2005;3;Bonorva;Sassari;Sassari;;691
2005;BONORVA;SASSARI;Sardegna;SASSARI;PLANU CHELVORI;BONORVA;BOSCO;0.58;23/07/2005;6;Bonorva;Sassari;Sassari;;689
2005;BONORVA;SASSARI;Sardegna;SASSARI;PLANU CHELVORI;BONORVA;BOSCO;24.58;23/07/2005;6;Bonorva;Sassari;Sassari;;890
2005;BONORVA;SASSARI;Sardegna;SASSARI;PLANU CHELVORI;BONORVA;BOSCO;80.33;23/07/2005;6;Bonorva;Sassari;Sassari;;891
2005;BONORVA;SASSARI;Sardegna;SASSARI;PLANU CHELVORI;BONORVA;PASCOLO;8.83;23/07/2005;6;Bonorva;Sassari;Sassari;;687
2005;BONORVA;SASSARI;Sardegna;SASSARI;PLANU CHELVORI;BONORVA;PASCOLO;17.00;23/07/2005;6;Bonorva;Sassari;Sassari;;688
2005;BONORVA;SASSARI;Sardegna;SASSARI;PUNGA;BONORVA;BOSCO;1.71;26/07/2005;11;Bonorva;Sassari;Sassari;;684
2005;BONORVA;SASSARI;Sardegna;SASSARI;PUNGA;BONORVA;PASCOLO;1.29;26/07/2005;11;Bonorva;Sassari;Sassari;;683
2005;BONORVA;SASSARI;Sardegna;SASSARI;SERRAS;BONORVA;PASCOLO;0.99;29/07/2005;15;Bonorva;Sassari;Sassari;;682
2005;BORUTTA;SASSARI;Sardegna;SASSARI;POSSILVA;THIESI;PASCOLO;0.78;04/09/2005;12;Borutta;Sassari;Sassari;;517
2005;BORUTTA;SASSARI;Sardegna;SASSARI;SAS ANIMAS;THIESI;PASCOLO;0.34;19/09/2005;13;Borutta;Sassari;Sassari;;516
2005;BULTEI;SASSARI;Sardegna;SASSARI;BIDIGHINZU;BENETUTTI;BOSCO;0.44;19/08/2005;15;Bultei;Sassari;Sassari;;704
2005;BULTEI;SASSARI;Sardegna;SASSARI;PALA NIEDDA;BENETUTTI;PASCOLO;0.28;26/05/2005;4;Bultei;Sassari;Sassari;;707
2005;BULTEI;SASSARI;Sardegna;SASSARI;PISANEDDU;BENETUTTI;ALTRO;0.39;08/06/2005;3;Bultei;Sassari;Sassari;;708
2005;BULTEI;SASSARI;Sardegna;SASSARI;PISANEDDU;BENETUTTI;BOSCO;0.61;08/06/2005;3;Bultei;Sassari;Sassari;;709
2005;BULTEI;SASSARI;Sardegna;SASSARI;SA LENTA;BENETUTTI;PASCOLO;0.63;18/08/2005;13;Bultei;Sassari;Sassari;;705
2005;BULTEI;SASSARI;Sardegna;SASSARI;SU CAMBIAMENTU;BENETUTTI;BOSCO;2.22;31/07/2005;10;Bultei;Sassari;Sassari;;706
2005;BURGOS;SASSARI;Sardegna;SASSARI;MANDRONAGHE;BONO;PASCOLO;0.48;31/08/2005;15;Burgos;Sassari;Sassari;;695
2005;BURGOS;SASSARI;Sardegna;SASSARI;SA TOA;BONO;BOSCO;1.26;29/06/2005;2;Burgos;Sassari;Sassari;;702
2005;CARGEGHE;SASSARI;Sardegna;SASSARI;COLORU;PLOAGHE;BOSCO;0.69;15/09/2005;20;Cargeghe;Sassari;Sassari;;1151
2005;CARGEGHE;SASSARI;Sardegna;SASSARI;COLORU;PLOAGHE;PASCOLO;3.41;15/09/2005;20;Cargeghe;Sassari;Sassari;;1152
2005;CARGEGHE;SASSARI;Sardegna;SASSARI;SU PADRU;ITTIRI;PASCOLO;16.53;17/07/2005;34;Cargeghe;Sassari;Sassari;;1298
2005;CASTELSARDO;SASSARI;Sardegna;TEMPIO;M. LU CASTELLACCIU;CASTELSARDO;BOSCO;23.48;05/08/2005;7;Castelsardo;Sassari;Sassari;;746
2005;CHEREMULE;SASSARI;Sardegna;SASSARI;CRABILAZZU;THIESI;PASCOLO;0.02;01/10/2005;15;Thiesi;Sassari;Sassari;;959
2005;CHEREMULE;SASSARI;Sardegna;SASSARI;CRABILAZZU;THIESI;PASCOLO;0.28;01/10/2005;15;Cheremule;Sassari;Sassari;;960
2005;CHIARAMONTI;SASSARI;Sardegna;TEMPIO;CARALIGHEDDU;NULVI;ALTRO;1.86;11/06/2005;1;Chiaramonti;Sassari;Sassari;;1044
2005;CODRONGIANOS;SASSARI;Sardegna;SASSARI;COLORU;PLOAGHE;BOSCO;3.63;15/09/2005;20;Codrongianos;Sassari;Sassari;;1300
2005;CODRONGIANOS;SASSARI;Sardegna;SASSARI;COLORU;PLOAGHE;PASCOLO;1.37;15/09/2005;20;Codrongianos;Sassari;Sassari;;1299
2005;CODRONGIANOS;SASSARI;Sardegna;SASSARI;COLORU;PLOAGHE;PASCOLO;9.99;15/09/2005;20;Codrongianos;Sassari;Sassari;;595
2005;GIAVE;SASSARI;Sardegna;SASSARI;S. SISTO;BONORVA;PASCOLO;0.71;25/07/2005;10;Giave;Sassari;Sassari;;685
2005;ILLORAI;SASSARI;Sardegna;SASSARI;SA TERRA MALA;BONO;BOSCO;1.00;29/09/2005;17;Illorai;Sassari;Sassari;;693
2005;ITTIRI;SASSARI;Sardegna;SASSARI;FUNTANA ONU MARRAS;ITTIRI;PASCOLO;0.49;30/07/2005;41;Ittiri;Sassari;Sassari;;638
2005;ITTIRI;SASSARI;Sardegna;SASSARI;PUTTOS DE LIDONE;ITTIRI;ALTRO;0.77;30/05/2005;3;Ittiri;Sassari;Sassari;;668
2005;ITTIRI;SASSARI;Sardegna;SASSARI;S'ADDE DE SA NUGHE;ITTIRI;PASCOLO;27.91;08/07/2005;24;Ittiri;Sassari;Sassari;;653
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SEREDDA;ITTIRI;ALTRO;0.35;17/08/2005;52;Ittiri;Sassari;Sassari;;634
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SEREDDA;ITTIRI;PASCOLO;3.00;17/08/2005;52;Ittiri;Sassari;Sassari;;633
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SU PADRU;ITTIRI;PASCOLO;0.85;14/08/2005;47;Ittiri;Sassari;Sassari;;635
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SU ROMASINU;ITTIRI;ALTRO;0.35;15/05/2005;1;Ittiri;Sassari;Sassari;;670
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SU SASSU MANNU;ITTIRI;BOSCO;6.60;08/07/2005;25;Ittiri;Sassari;Sassari;;652
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SU SASSU MANNU;ITTIRI;BOSCO;15.88;08/07/2005;25;Ittiri;Sassari;Sassari;;651
2005;ITTIRI;SASSARI;Sardegna;SASSARI;SU SASSU MANNU;ITTIRI;PASCOLO;28.78;08/07/2005;25;Ittiri;Sassari;Sassari;;650
2005;LAERRU;SASSARI;Sardegna;TEMPIO;S'ABBA SALIDA;NULVI;ALTRO;4.83;29/06/2005;2;Laerru;Sassari;Sassari;;753
2005;MORES;SASSARI;Sardegna;SASSARI;BADDINGUSTI;OZIERI;ALTRO;0.38;29/06/2005;14;Mores;Sassari;Sassari;;621
2005;MORES;SASSARI;Sardegna;SASSARI;TOLA;OZIERI;ALTRO;1.42;03/06/2005;1;Mores;Sassari;Sassari;;628
2005;MUROS;SASSARI;Sardegna;SASSARI;SU PADRU;ITTIRI;PASCOLO;1.46;17/07/2005;34;Muros;Sassari;Sassari;;1158
2005;NUGHEDU DI SAN NICOLO';SASSARI;Sardegna;SASSARI;PEDRA ANDRIA;OZIERI;ALTRO;0.82;17/07/2005;23;Nughedu San Nicolò;Sassari;Sassari;;617
2005;NUGHEDU DI SAN NICOLO';SASSARI;Sardegna;SASSARI;PEDRA ANDRIA;OZIERI;ALTRO;3.13;17/07/2005;23;Nughedu San Nicolò;Sassari;Sassari;;618
2005;NUGHEDU DI SAN NICOLO';SASSARI;Sardegna;SASSARI;PEDRA ANDRIA;OZIERI;BOSCO;70.69;17/07/2005;23;Nughedu San Nicolò;Sassari;Sassari;;616
2005;NUGHEDU DI SAN NICOLO';SASSARI;Sardegna;SASSARI;PEDRA ANDRIA;OZIERI;PASCOLO;1.10;17/07/2005;23;Nughedu San Nicolò;Sassari;Sassari;;615
2005;NUGHEDU DI SAN NICOLO';SASSARI;Sardegna;SASSARI;SAE ANTONIETTA;OZIERI;BOSCO;0.65;13/07/2005;20;Nughedu San Nicolò;Sassari;Sassari;;619
2005;NULE;SASSARI;Sardegna;SASSARI;SU CAMPITTU;BENETUTTI;ALTRO;0.19;05/06/2005;1;Nule;Sassari;Sassari;;710
2005;OLMEDO;SASSARI;Sardegna;SASSARI;BINZAS BEZZAS;ALGHERO;PASCOLO;0.37;31/07/2005;51;Olmedo;Sassari;Sassari;;723
2005;OLMEDO;SASSARI;Sardegna;SASSARI;S'ARDOSA;ALGHERO;ALTRO;1.32;02/07/2005;18;Olmedo;Sassari;Sassari;;735
2005;OSILO;SASSARI;Sardegna;SASSARI;MOLASA;PLOAGHE;BOSCO;0.64;31/05/2005;3;Osilo;Sassari;Sassari;;606
2005;OSILO;SASSARI;Sardegna;SASSARI;MONTE OZZASTRU;PLOAGHE;PASCOLO;2.37;30/09/2005;22;Osilo;Sassari;Sassari;;594
2005;OSILO;SASSARI;Sardegna;SASSARI;PEDRU ALZU;PLOAGHE;BOSCO;0.65;31/05/2005;2;Osilo;Sassari;Sassari;;607
2005;OSILO;SASSARI;Sardegna;SASSARI;SA PERTUSA;PLOAGHE;BOSCO;1.61;21/07/2005;13;Osilo;Sassari;Sassari;;603
2005;OSILO;SASSARI;Sardegna;SASSARI;SA PERTUSA;PLOAGHE;BOSCO;5.36;21/07/2005;13;Osilo;Sassari;Sassari;;601
2005;OSILO;SASSARI;Sardegna;SASSARI;SA PERTUSA;PLOAGHE;PASCOLO;0.45;21/07/2005;13;Osilo;Sassari;Sassari;;600
2005;OSILO;SASSARI;Sardegna;SASSARI;SA PERTUSA;PLOAGHE;PASCOLO;0.45;21/07/2005;13;Osilo;Sassari;Sassari;;602
2005;OSILO;SASSARI;Sardegna;SASSARI;SA UCA E PAGLIACU;PLOAGHE;ALTRO;0.40;10/07/2005;9;Osilo;Sassari;Sassari;;604
2005;OSSI;SASSARI;Sardegna;SASSARI;SU PADRU;ITTIRI;PASCOLO;5.88;17/07/2005;34;Ossi;Sassari;Sassari;;1156
2005;OSSI;SASSARI;Sardegna;SASSARI;SU PADRU - LITTERAI;ITTIRI;PASCOLO;4.95;05/07/2005;19;Ossi;Sassari;Sassari;;659
2005;OSSI;SASSARI;Sardegna;SASSARI;VALLE S. ERIMU;ITTIRI;ALTRO;0.97;19/07/2005;35;Ossi;Sassari;Sassari;;645
2005;OSSI;SASSARI;Sardegna;SASSARI;VALLE S. ERIMU;ITTIRI;ALTRO;1.68;19/07/2005;35;Ossi;Sassari;Sassari;;643
2005;OSSI;SASSARI;Sardegna;SASSARI;VALLE S. ERIMU;ITTIRI;BOSCO;5.68;19/07/2005;35;Ossi;Sassari;Sassari;;644
2005;OZIERI;SASSARI;Sardegna;SASSARI;BALDOSA-SEUNIS;OZIERI;ALTRO;0.52;05/06/2005;3;Ozieri;Sassari;Sassari;;626
2005;OZIERI;SASSARI;Sardegna;SASSARI;BALDOSA-SEUNIS;OZIERI;ALTRO;9.29;05/06/2005;2;Ozieri;Sassari;Sassari;;627
2005;OZIERI;SASSARI;Sardegna;SASSARI;MARAMOJU;OZIERI;PASCOLO;0.54;29/07/2005;27;Ozieri;Sassari;Sassari;;614
2005;OZIERI;SASSARI;Sardegna;SASSARI;MONTIJU ABBES;OZIERI;ALTRO;13.56;29/06/2005;15;Ozieri;Sassari;Sassari;;620
2005;OZIERI;SASSARI;Sardegna;SASSARI;S. ANTIOCO DI BISARC;OZIERI;PASCOLO;0.42;17/06/2005;9;Ozieri;Sassari;Sassari;;623
2005;OZIERI;SASSARI;Sardegna;SASSARI;S. NICOLA-CAMPO SPOR;OZIERI;ALTRO;0.63;05/06/2005;4;Ozieri;Sassari;Sassari;;625
2005;OZIERI;SASSARI;Sardegna;SASSARI;SOS ORTOS;OZIERI;ALTRO;0.33;06/06/2005;6;Ozieri;Sassari;Sassari;;624
2005;OZIERI;SASSARI;Sardegna;SASSARI;TRACCONE;OZIERI;ALTRO;0.63;20/06/2005;10;Ozieri;Sassari;Sassari;;622
2005;OZIERI;SASSARI;Sardegna;SASSARI;TRACCONE;OZIERI;PASCOLO;0.42;09/08/2005;29;Ozieri;Sassari;Sassari;;613
2005;PADRIA;SASSARI;Sardegna;SASSARI;COAS DE PEDRU;BONORVA;PASCOLO;0.99;19/07/2005;5;Padria;Sassari;Sassari;;690
2005;PADRIA;SASSARI;Sardegna;SASSARI;SA ENTALE;BONORVA;ALTRO;0.16;08/08/2005;18;Padria;Sassari;Sassari;;681
2005;PADRIA;SASSARI;Sardegna;SASSARI;SA ENTALE;BONORVA;BOSCO;0.65;08/08/2005;18;Padria;Sassari;Sassari;;680
2005;PADRIA;SASSARI;Sardegna;SASSARI;SA ENTALE;BONORVA;PASCOLO;0.20;08/08/2005;18;Padria;Sassari;Sassari;;679
2005;PATTADA;SASSARI;Sardegna;SASSARI;OVILO;PATTADA;BOSCO;3.28;07/08/2005;3;Pattada;Sassari;Sassari;;612
2005;PATTADA;SASSARI;Sardegna;SASSARI;OVILO;PATTADA;BOSCO;7.81;07/08/2005;3;Pattada;Sassari;Sassari;;611
2005;PATTADA;SASSARI;Sardegna;SASSARI;OVILO;PATTADA;BOSCO;35.10;07/08/2005;3;Pattada;Sassari;Sassari;;610
2005;PATTADA;SASSARI;Sardegna;SASSARI;OVILO;PATTADA;PASCOLO;5.05;07/08/2005;3;Pattada;Sassari;Sassari;;608
2005;PATTADA;SASSARI;Sardegna;SASSARI;OVILO;PATTADA;PASCOLO;9.36;07/08/2005;3;Pattada;Sassari;Sassari;;609
2005;PERFUGAS;SASSARI;Sardegna;TEMPIO;CRABILEDDU;BORTIGIADAS;ALTRO;0.65;21/07/2005;2;Perfugas;Sassari;Sassari;;1032
2005;PERFUGAS;SASSARI;Sardegna;TEMPIO;CRABILEDDU;BORTIGIADAS;PASCOLO;0.20;21/07/2005;2;Perfugas;Sassari;Sassari;;1031
2005;PLOAGHE;SASSARI;Sardegna;SASSARI;CIRCONV. TEMPIO;PLOAGHE;PASCOLO;0.46;28/06/2005;5;Ploaghe;Sassari;Sassari;;605
2005;PLOAGHE;SASSARI;Sardegna;SASSARI;RIUTTU;PLOAGHE;BOSCO;2.81;12/08/2005;15;Ploaghe;Sassari;Sassari;;597
2005;PLOAGHE;SASSARI;Sardegna;SASSARI;RIUTTU;PLOAGHE;PASCOLO;0.66;12/08/2005;15;Ploaghe;Sassari;Sassari;;598
2005;PLOAGHE;SASSARI;Sardegna;SASSARI;RIUTTU;PLOAGHE;PASCOLO;0.89;12/08/2005;15;Ploaghe;Sassari;Sassari;;599
2005;PLOAGHE;SASSARI;Sardegna;SASSARI;RIUTTU;PLOAGHE;PASCOLO;4.97;12/08/2005;15;Ploaghe;Sassari;Sassari;;596
2005;PORTO TORRES;SASSARI;Sardegna;SASSARI;MONTE DELLE CASE;SASSARI;ALTRO;0.39;15/07/2005;34;Porto Torres;Sassari;Sassari;;566
2005;PORTO TORRES;SASSARI;Sardegna;SASSARI;MONTE RASU PUNTA;SASSARI;ALTRO;8.40;15/08/2005;67;Porto Torres;Sassari;Sassari;;949
2005;PORTO TORRES;SASSARI;Sardegna;SASSARI;ZI-BIVIO DEL ROSARIO;SASSARI;ALTRO;1.00;20/07/2005;46;Porto Torres;Sassari;Sassari;;559
2005;POZZOMAGGIORE;SASSARI;Sardegna;SASSARI;SA FIGU BIANCA;BONORVA;PASCOLO;2.02;08/08/2005;19;Pozzomaggiore;Sassari;Sassari;;678
2005;POZZOMAGGIORE;SASSARI;Sardegna;SASSARI;ZIERA;BONORVA;BOSCO;4.59;30/08/2005;21;Pozzomaggiore;Sassari;Sassari;;947
2005;PUTIFIGARI;SASSARI;Sardegna;SASSARI;COA DE SAS TIMONAS;ITTIRI;BOSCO;13.70;21/07/2005;37;Putifigari;Sassari;Sassari;;1297
2005;PUTIFIGARI;SASSARI;Sardegna;SASSARI;PEDRAS DE FOGU;ITTIRI;BOSCO;0.64;04/09/2005;58;Putifigari;Sassari;Sassari;;632
2005;PUTIFIGARI;SASSARI;Sardegna;SASSARI;TINTAS;ITTIRI;ALTRO;5.14;28/05/2005;2;Putifigari;Sassari;Sassari;;669
2005;SASSARI;SASSARI;Sardegna;SASSARI;BACHILEDDU;SASSARI;ALTRO;0.87;07/08/2005;64;Sassari;Sassari;Sassari;;539
2005;SASSARI;SASSARI;Sardegna;SASSARI;BAZZINITTA;SASSARI;PASCOLO;16.55;16/07/2005;38;Sassari;Sassari;Sassari;;564
2005;SASSARI;SASSARI;Sardegna;SASSARI;CAMPANEDDA;SASSARI;ALTRO;1.96;04/07/2005;20;Sassari;Sassari;Sassari;;574
2005;SASSARI;SASSARI;Sardegna;SASSARI;CAMPANEDDA;SASSARI;ALTRO;2.30;10/07/2005;30;Sassari;Sassari;Sassari;;568
2005;SASSARI;SASSARI;Sardegna;SASSARI;CAMPANEDDA;SASSARI;ALTRO;6.75;08/06/2005;5;Sassari;Sassari;Sassari;;592
2005;SASSARI;SASSARI;Sardegna;SASSARI;CAMPANEDDA;SASSARI;ALTRO;16.66;22/07/2005;49;Sassari;Sassari;Sassari;;558
2005;SASSARI;SASSARI;Sardegna;SASSARI;CAMPANEDDA;SASSARI;PASCOLO;1.98;01/07/2005;16;Sassari;Sassari;Sassari;;581
2005;SASSARI;SASSARI;Sardegna;SASSARI;CAMPANEDDA;SASSARI;PASCOLO;3.58;08/06/2005;5;Sassari;Sassari;Sassari;;591
2005;SASSARI;SASSARI;Sardegna;SASSARI;CANIGA;SASSARI;ALTRO;0.81;28/07/2005;56;Sassari;Sassari;Sassari;;544
2005;SASSARI;SASSARI;Sardegna;SASSARI;CANIGA;SASSARI;ALTRO;4.89;30/06/2005;15;Sassari;Sassari;Sassari;;582
2005;SASSARI;SASSARI;Sardegna;SASSARI;ELIGHE LONGU;SASSARI;ALTRO;1.16;01/08/2005;61;Sassari;Sassari;Sassari;;541
2005;SASSARI;SASSARI;Sardegna;SASSARI;ELIGHE LONGU;SASSARI;PASCOLO;8.88;13/07/2005;31;Sassari;Sassari;Sassari;;567
2005;SASSARI;SASSARI;Sardegna;SASSARI;FILIGHEDDU;SASSARI;ALTRO;0.98;15/09/2005;84;Sassari;Sassari;Sassari;;530
2005;SASSARI;SASSARI;Sardegna;SASSARI;JOANNE ABBAS;SASSARI;PASCOLO;13.10;06/09/2005;78;Sassari;Sassari;Sassari;;534
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA BOSAZZA;SASSARI;ALTRO;5.74;22/07/2005;50;Sassari;Sassari;Sassari;;552
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA BOSAZZA;SASSARI;ALTRO;9.06;22/07/2005;50;Sassari;Sassari;Sassari;;554
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA BOSAZZA;SASSARI;BOSCO;0.93;22/07/2005;50;Sassari;Sassari;Sassari;;557
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA BOSAZZA;SASSARI;BOSCO;3.06;22/07/2005;50;Sassari;Sassari;Sassari;;555
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA BOSAZZA;SASSARI;PASCOLO;0.60;22/07/2005;50;Sassari;Sassari;Sassari;;553
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA BOSAZZA;SASSARI;PASCOLO;8.99;22/07/2005;50;Sassari;Sassari;Sassari;;556
2005;SASSARI;SASSARI;Sardegna;SASSARI;LA CAMUSINA;SASSARI;ALTRO;2.34;16/07/2005;40;Sassari;Sassari;Sassari;;563
